simulation_id,provider,model_general,model_doctor,case_file,stated_treatment,category,matched_key_item,source_file,source_file_error
case3_sim_54,OpenAI,gpt-4o-mini,gpt-4o,case_definitions/case3.yaml,boiled water,not found,,case3_sim_54.yaml,
case3_sim_54,OpenAI,gpt-4o-mini,gpt-4o,case_definitions/case3.yaml,purified water,not found,,case3_sim_54.yaml,
case3_sim_54,OpenAI,gpt-4o-mini,gpt-4o,case_definitions/case3.yaml,antibiotics,palliative,antibiotics,case3_sim_54.yaml,
case3_sim_55,OpenAI,gpt-4o-mini,gpt-4o,case_definitions/case3.yaml,Oral Rehydration Solutions (ORS),correct,ORS,case3_sim_55.yaml,
case3_sim_55,OpenAI,gpt-4o-mini,gpt-4o,case_definitions/case3.yaml,paracetamol (acetaminophen),not found,,case3_sim_55.yaml,
case3_sim_55,OpenAI,gpt-4o-mini,gpt-4o,case_definitions/case3.yaml,Continue Breastfeeding or Formula,not found,,case3_sim_55.yaml,
case3_sim_56,OpenAI,gpt-4o-mini,gpt-4o,case_definitions/case3.yaml,hydration,not found,,case3_sim_56.yaml,
case3_sim_56,OpenAI,gpt-4o-mini,gpt-4o,case_definitions/case3.yaml,Oral rehydration solutions (ORS),correct,ORS,case3_sim_56.yaml,
case3_sim_56,OpenAI,gpt-4o-mini,gpt-4o,case_definitions/case3.yaml,antibiotics,palliative,antibiotics,case3_sim_56.yaml,
case3_sim_57,OpenAI,gpt-4o-mini,gpt-4o,case_definitions/case3.yaml,metronidazole,palliative,antibiotics,case3_sim_57.yaml,
case3_sim_57,OpenAI,gpt-4o-mini,gpt-4o,case_definitions/case3.yaml,hydration,correct,rehydration,case3_sim_57.yaml,
case3_sim_58,OpenAI,gpt-4o-mini,gpt-4o,case_definitions/case3.yaml,Metronidazole,palliative,antibiotics,case3_sim_58.yaml,
case3_sim_58,OpenAI,gpt-4o-mini,gpt-4o,case_definitions/case3.yaml,rehydration therapy,correct,rehydration,case3_sim_58.yaml,
case3_sim_59,OpenAI,gpt-4o-mini,gpt-4o,case_definitions/case3.yaml,Metronidazole,palliative,antibiotics,case3_sim_59.yaml,
case3_sim_59,OpenAI,gpt-4o-mini,gpt-4o,case_definitions/case3.yaml,Tinidazole,palliative,antibiotics,case3_sim_59.yaml,
case3_sim_59,OpenAI,gpt-4o-mini,gpt-4o,case_definitions/case3.yaml,Paromomycin,not found,,case3_sim_59.yaml,
case3_sim_59,OpenAI,gpt-4o-mini,gpt-4o,case_definitions/case3.yaml,Diloxanide furoate,not found,,case3_sim_59.yaml,
case3_sim_59,OpenAI,gpt-4o-mini,gpt-4o,case_definitions/case3.yaml,Oral rehydration solutions (ORS),correct,ORS,case3_sim_59.yaml,
case3_sim_6,OpenAI,gpt-4o-mini,gpt-4o,case_definitions/case3.yaml,Oral Rehydration Solution (ORS),correct,ORS,case3_sim_6.yaml,
case3_sim_6,OpenAI,gpt-4o-mini,gpt-4o,case_definitions/case3.yaml,Probiotics,not found,,case3_sim_6.yaml,
case3_sim_6,OpenAI,gpt-4o-mini,gpt-4o,case_definitions/case3.yaml,Zinc Supplementation,palliative,zinc,case3_sim_6.yaml,
case3_sim_60,OpenAI,gpt-4o-mini,gpt-4o,case_definitions/case3.yaml,oral rehydration solutions,correct,ORS,case3_sim_60.yaml,
case3_sim_60,OpenAI,gpt-4o-mini,gpt-4o,case_definitions/case3.yaml,zinc supplementation,palliative,zinc,case3_sim_60.yaml,
case3_sim_60,OpenAI,gpt-4o-mini,gpt-4o,case_definitions/case3.yaml,paracetamol,not found,,case3_sim_60.yaml,
case3_sim_60,OpenAI,gpt-4o-mini,gpt-4o,case_definitions/case3.yaml,antibiotics,palliative,antibiotics,case3_sim_60.yaml,
case3_sim_61,OpenAI,gpt-4o-mini,gpt-4o,case_definitions/case3.yaml,Metronidazole,palliative,antibiotics,case3_sim_61.yaml,
case3_sim_61,OpenAI,gpt-4o-mini,gpt-4o,case_definitions/case3.yaml,Tinidazole,not found,,case3_sim_61.yaml,
case3_sim_61,OpenAI,gpt-4o-mini,gpt-4o,case_definitions/case3.yaml,hydration,not found,,case3_sim_61.yaml,
case3_sim_61,OpenAI,gpt-4o-mini,gpt-4o,case_definitions/case3.yaml,supportive care,not found,,case3_sim_61.yaml,
case3_sim_62,OpenAI,gpt-4o-mini,gpt-4o,case_definitions/case3.yaml,oral rehydration solutions (ORS),correct,ORS,case3_sim_62.yaml,
case3_sim_62,OpenAI,gpt-4o-mini,gpt-4o,case_definitions/case3.yaml,antibiotics,palliative,antibiotics,case3_sim_62.yaml,
case3_sim_63,OpenAI,gpt-4o-mini,gpt-4o,case_definitions/case3.yaml,metronidazole,palliative,antibiotics,case3_sim_63.yaml,
case3_sim_63,OpenAI,gpt-4o-mini,gpt-4o,case_definitions/case3.yaml,diloxanide furoate,not found,,case3_sim_63.yaml,
case3_sim_63,OpenAI,gpt-4o-mini,gpt-4o,case_definitions/case3.yaml,oral rehydration solutions,correct,ORS,case3_sim_63.yaml,
case3_sim_64,OpenAI,gpt-4o-mini,gpt-4o,case_definitions/case3.yaml,Oral Rehydration Solution (ORS),correct,ORS,case3_sim_64.yaml,
case3_sim_64,OpenAI,gpt-4o-mini,gpt-4o,case_definitions/case3.yaml,continue feeding,not found,,case3_sim_64.yaml,
case3_sim_64,OpenAI,gpt-4o-mini,gpt-4o,case_definitions/case3.yaml,bland foods,not found,,case3_sim_64.yaml,
case3_sim_65,OpenAI,gpt-4o-mini,gpt-4o,case_definitions/case3.yaml,Metronidazole,palliative,antibiotics,case3_sim_65.yaml,
case3_sim_65,OpenAI,gpt-4o-mini,gpt-4o,case_definitions/case3.yaml,oral rehydration solutions,correct,ORS,case3_sim_65.yaml,
case3_sim_66,OpenAI,gpt-4o-mini,gpt-4o,case_definitions/case3.yaml,Metronidazole,palliative,antibiotics,case3_sim_66.yaml,
case3_sim_66,OpenAI,gpt-4o-mini,gpt-4o,case_definitions/case3.yaml,Oral Rehydration Solutions,correct,ORS,case3_sim_66.yaml,
case3_sim_66,OpenAI,gpt-4o-mini,gpt-4o,case_definitions/case3.yaml,Paracetamol,not found,,case3_sim_66.yaml,
case3_sim_67,OpenAI,gpt-4o-mini,gpt-4o,case_definitions/case3.yaml,metronidazole,palliative,antibiotics,case3_sim_67.yaml,
case3_sim_67,OpenAI,gpt-4o-mini,gpt-4o,case_definitions/case3.yaml,hydration,correct,rehydration,case3_sim_67.yaml,
case3_sim_68,OpenAI,gpt-4o-mini,gpt-4o,case_definitions/case3.yaml,Metronidazole,palliative,antibiotics,case3_sim_68.yaml,
case3_sim_68,OpenAI,gpt-4o-mini,gpt-4o,case_definitions/case3.yaml,tinidazole,not found,,case3_sim_68.yaml,
case3_sim_68,OpenAI,gpt-4o-mini,gpt-4o,case_definitions/case3.yaml,Oral rehydration solutions,correct,ORS,case3_sim_68.yaml,
case3_sim_68,OpenAI,gpt-4o-mini,gpt-4o,case_definitions/case3.yaml,Paracetamol,not found,not found,case3_sim_68.yaml,
case3_sim_69,OpenAI,gpt-4o-mini,gpt-4o,case_definitions/case3.yaml,Metronidazole,palliative,antibiotics,case3_sim_69.yaml,
case3_sim_69,OpenAI,gpt-4o-mini,gpt-4o,case_definitions/case3.yaml,paromomycin,not found,,case3_sim_69.yaml,
case3_sim_7,OpenAI,gpt-4o-mini,gpt-4o,case_definitions/case3.yaml,fluids,correct,rehydration,case3_sim_7.yaml,
case3_sim_7,OpenAI,gpt-4o-mini,gpt-4o,case_definitions/case3.yaml,Oral rehydration solutions (ORS),correct,ORS,case3_sim_7.yaml,
case3_sim_7,OpenAI,gpt-4o-mini,gpt-4o,case_definitions/case3.yaml,acetaminophen (paracetamol),not found,,case3_sim_7.yaml,
case3_sim_70,OpenAI,gpt-4o-mini,gpt-4o,case_definitions/case3.yaml,Oral Rehydration Solution,correct,ORS,case3_sim_70.yaml,
case3_sim_70,OpenAI,gpt-4o-mini,gpt-4o,case_definitions/case3.yaml,Paracetamol,not found,,case3_sim_70.yaml,
case3_sim_71,OpenAI,gpt-4o-mini,gpt-4o,case_definitions/case3.yaml,Metronidazole,palliative,antibiotics,case3_sim_71.yaml,
case3_sim_71,OpenAI,gpt-4o-mini,gpt-4o,case_definitions/case3.yaml,Oral rehydration solutions (ORS),correct,ORS,case3_sim_71.yaml,
case3_sim_72,OpenAI,gpt-4o-mini,gpt-4o,case_definitions/case3.yaml,metronidazole,palliative,antibiotics,case3_sim_72.yaml,
case3_sim_72,OpenAI,gpt-4o-mini,gpt-4o,case_definitions/case3.yaml,oral rehydration solutions (ORS),correct,ORS,case3_sim_72.yaml,
case3_sim_73,OpenAI,gpt-4o-mini,gpt-4o,case_definitions/case3.yaml,oral rehydration solutions,correct,ORS,case3_sim_73.yaml,
case3_sim_73,OpenAI,gpt-4o-mini,gpt-4o,case_definitions/case3.yaml,antibiotic treatment,palliative,antibiotics,case3_sim_73.yaml,
case3_sim_73,OpenAI,gpt-4o-mini,gpt-4o,case_definitions/case3.yaml,paracetamol,not found,,case3_sim_73.yaml,
case3_sim_74,OpenAI,gpt-4o-mini,gpt-4o,case_definitions/case3.yaml,metronidazole,palliative,antibiotics,case3_sim_74.yaml,
case3_sim_74,OpenAI,gpt-4o-mini,gpt-4o,case_definitions/case3.yaml,oral rehydration solutions,correct,ORS,case3_sim_74.yaml,
case3_sim_75,OpenAI,gpt-4o-mini,gpt-4o,case_definitions/case3.yaml,Metronidazole,palliative,antibiotics,case3_sim_75.yaml,
case3_sim_75,OpenAI,gpt-4o-mini,gpt-4o,case_definitions/case3.yaml,Tinidazole,not found,,case3_sim_75.yaml,
case3_sim_75,OpenAI,gpt-4o-mini,gpt-4o,case_definitions/case3.yaml,oral rehydration solutions,correct,rehydration,case3_sim_75.yaml,
case3_sim_76,OpenAI,gpt-4o-mini,gpt-4o,case_definitions/case3.yaml,antibiotics,palliative,antibiotics,case3_sim_76.yaml,
case3_sim_76,OpenAI,gpt-4o-mini,gpt-4o,case_definitions/case3.yaml,oral rehydration solutions,correct,ORS,case3_sim_76.yaml,
case3_sim_77,OpenAI,gpt-4o-mini,gpt-4o,case_definitions/case3.yaml,Hydration,correct,rehydration,case3_sim_77.yaml,
case3_sim_77,OpenAI,gpt-4o-mini,gpt-4o,case_definitions/case3.yaml,oral rehydration solutions,correct,ORS,case3_sim_77.yaml,
case3_sim_77,OpenAI,gpt-4o-mini,gpt-4o,case_definitions/case3.yaml,paracetamol,not found,,case3_sim_77.yaml,
case3_sim_77,OpenAI,gpt-4o-mini,gpt-4o,case_definitions/case3.yaml,acetaminophen,not found,,case3_sim_77.yaml,
case3_sim_77,OpenAI,gpt-4o-mini,gpt-4o,case_definitions/case3.yaml,bland foods,not found,,case3_sim_77.yaml,
case3_sim_78,OpenAI,gpt-4o-mini,gpt-4o,case_definitions/case3.yaml,oral rehydration solutions (ORS),correct,ORS,case3_sim_78.yaml,
case3_sim_78,OpenAI,gpt-4o-mini,gpt-4o,case_definitions/case3.yaml,antibiotics,palliative,antibiotics,case3_sim_78.yaml,
case3_sim_79,OpenAI,gpt-4o-mini,gpt-4o,case_definitions/case3.yaml,Metronidazole,palliative,antibiotics,case3_sim_79.yaml,
case3_sim_79,OpenAI,gpt-4o-mini,gpt-4o,case_definitions/case3.yaml,Paromomycin,not found,,case3_sim_79.yaml,
case3_sim_79,OpenAI,gpt-4o-mini,gpt-4o,case_definitions/case3.yaml,Diloxanide Furoate,not found,,case3_sim_79.yaml,
case3_sim_79,OpenAI,gpt-4o-mini,gpt-4o,case_definitions/case3.yaml,oral rehydration solutions,correct,ORS,case3_sim_79.yaml,
case3_sim_8,OpenAI,gpt-4o-mini,gpt-4o,case_definitions/case3.yaml,Oral Rehydration Solutions (ORS),correct,ORS,case3_sim_8.yaml,
case3_sim_8,OpenAI,gpt-4o-mini,gpt-4o,case_definitions/case3.yaml,paracetamol (acetaminophen),not found,,case3_sim_8.yaml,
case3_sim_80,OpenAI,gpt-4o-mini,gpt-4o,case_definitions/case3.yaml,metronidazole,palliative,antibiotics,case3_sim_80.yaml,
case3_sim_80,OpenAI,gpt-4o-mini,gpt-4o,case_definitions/case3.yaml,tinidazole,not found,,case3_sim_80.yaml,
case3_sim_80,OpenAI,gpt-4o-mini,gpt-4o,case_definitions/case3.yaml,paromomycin,not found,,case3_sim_80.yaml,
case3_sim_80,OpenAI,gpt-4o-mini,gpt-4o,case_definitions/case3.yaml,diloxanide furoate,not found,,case3_sim_80.yaml,
case3_sim_81,OpenAI,gpt-4o-mini,gpt-4o,case_definitions/case3.yaml,metronidazole,palliative,antibiotics,case3_sim_81.yaml,
case3_sim_81,OpenAI,gpt-4o-mini,gpt-4o,case_definitions/case3.yaml,tinidazole,not found,,case3_sim_81.yaml,
case3_sim_81,OpenAI,gpt-4o-mini,gpt-4o,case_definitions/case3.yaml,paromomycin,not found,,case3_sim_81.yaml,
case3_sim_81,OpenAI,gpt-4o-mini,gpt-4o,case_definitions/case3.yaml,diloxanide furoate,not found,,case3_sim_81.yaml,
case3_sim_81,OpenAI,gpt-4o-mini,gpt-4o,case_definitions/case3.yaml,Oral Rehydration Solutions,correct,ORS,case3_sim_81.yaml,
case3_sim_82,OpenAI,gpt-4o-mini,gpt-4o,case_definitions/case3.yaml,ORS,correct,ORS,case3_sim_82.yaml,
case3_sim_82,OpenAI,gpt-4o-mini,gpt-4o,case_definitions/case3.yaml,Zinc supplementation,palliative,zinc,case3_sim_82.yaml,
case3_sim_82,OpenAI,gpt-4o-mini,gpt-4o,case_definitions/case3.yaml,antibiotics,palliative,antibiotics,case3_sim_82.yaml,
case3_sim_82,OpenAI,gpt-4o-mini,gpt-4o,case_definitions/case3.yaml,Paracetamol,not found,,case3_sim_82.yaml,
case3_sim_83,OpenAI,gpt-4o-mini,gpt-4o,case_definitions/case3.yaml,Hydration,correct,rehydration,case3_sim_83.yaml,
case3_sim_83,OpenAI,gpt-4o-mini,gpt-4o,case_definitions/case3.yaml,oral rehydration solutions (ORS),correct,ORS,case3_sim_83.yaml,
case3_sim_83,OpenAI,gpt-4o-mini,gpt-4o,case_definitions/case3.yaml,Paracetamol (acetaminophen),not found,,case3_sim_83.yaml,
case3_sim_83,OpenAI,gpt-4o-mini,gpt-4o,case_definitions/case3.yaml,normal foods,not found,,case3_sim_83.yaml,
case3_sim_83,OpenAI,gpt-4o-mini,gpt-4o,case_definitions/case3.yaml,breastfeeding,not found,,case3_sim_83.yaml,
case3_sim_83,OpenAI,gpt-4o-mini,gpt-4o,case_definitions/case3.yaml,formula,not found,,case3_sim_83.yaml,
case3_sim_83,OpenAI,gpt-4o-mini,gpt-4o,case_definitions/case3.yaml,monitoring,not found,,case3_sim_83.yaml,
case3_sim_84,OpenAI,gpt-4o-mini,gpt-4o,case_definitions/case3.yaml,Metronidazole,palliative,antibiotics,case3_sim_84.yaml,
case3_sim_84,OpenAI,gpt-4o-mini,gpt-4o,case_definitions/case3.yaml,paromomycin,not found,,case3_sim_84.yaml,
case3_sim_84,OpenAI,gpt-4o-mini,gpt-4o,case_definitions/case3.yaml,hydration,not found,,case3_sim_84.yaml,
case3_sim_85,OpenAI,gpt-4o-mini,gpt-4o,case_definitions/case3.yaml,oral rehydration solution (ORS),correct,ORS,case3_sim_85.yaml,
case3_sim_85,OpenAI,gpt-4o-mini,gpt-4o,case_definitions/case3.yaml,antibiotics,palliative,antibiotics,case3_sim_85.yaml,
case3_sim_86,OpenAI,gpt-4o-mini,gpt-4o,case_definitions/case3.yaml,Oral Rehydration Solutions (ORS),correct,ORS,case3_sim_86.yaml,
case3_sim_86,OpenAI,gpt-4o-mini,gpt-4o,case_definitions/case3.yaml,clear broths,not found,,case3_sim_86.yaml,
case3_sim_86,OpenAI,gpt-4o-mini,gpt-4o,case_definitions/case3.yaml,pediatric electrolyte solution,correct,ORS,case3_sim_86.yaml,
case3_sim_86,OpenAI,gpt-4o-mini,gpt-4o,case_definitions/case3.yaml,breastmilk,not found,,case3_sim_86.yaml,
case3_sim_86,OpenAI,gpt-4o-mini,gpt-4o,case_definitions/case3.yaml,formula,not found,,case3_sim_86.yaml,
case3_sim_86,OpenAI,gpt-4o-mini,gpt-4o,case_definitions/case3.yaml,antidiarrheal medications,not found,,case3_sim_86.yaml,
case3_sim_87,OpenAI,gpt-4o-mini,gpt-4o,case_definitions/case3.yaml,metronidazole,palliative,antibiotics,case3_sim_87.yaml,
case3_sim_87,OpenAI,gpt-4o-mini,gpt-4o,case_definitions/case3.yaml,tinidazole,not found,,case3_sim_87.yaml,
case3_sim_87,OpenAI,gpt-4o-mini,gpt-4o,case_definitions/case3.yaml,paromomycin,not found,,case3_sim_87.yaml,
case3_sim_87,OpenAI,gpt-4o-mini,gpt-4o,case_definitions/case3.yaml,diloxanide furoate,not found,,case3_sim_87.yaml,
case3_sim_88,OpenAI,gpt-4o-mini,gpt-4o,case_definitions/case3.yaml,Metronidazole,palliative,antibiotics,case3_sim_88.yaml,
case3_sim_88,OpenAI,gpt-4o-mini,gpt-4o,case_definitions/case3.yaml,Tinidazole,palliative,antibiotics,case3_sim_88.yaml,
case3_sim_88,OpenAI,gpt-4o-mini,gpt-4o,case_definitions/case3.yaml,paracetamol,not found,,case3_sim_88.yaml,
case3_sim_89,OpenAI,gpt-4o-mini,gpt-4o,case_definitions/case3.yaml,Metronidazole,palliative,antibiotics,case3_sim_89.yaml,
case3_sim_89,OpenAI,gpt-4o-mini,gpt-4o,case_definitions/case3.yaml,oral rehydration solutions,correct,ORS,case3_sim_89.yaml,
case3_sim_9,OpenAI,gpt-4o-mini,gpt-4o,case_definitions/case3.yaml,hydration,correct,rehydration,case3_sim_9.yaml,
case3_sim_9,OpenAI,gpt-4o-mini,gpt-4o,case_definitions/case3.yaml,antibiotic,palliative,antibiotics,case3_sim_9.yaml,
case3_sim_9,OpenAI,gpt-4o-mini,gpt-4o,case_definitions/case3.yaml,metronidazole,palliative,antibiotics,case3_sim_9.yaml,
case3_sim_9,OpenAI,gpt-4o-mini,gpt-4o,case_definitions/case3.yaml,oral rehydration solution (ORS),correct,ORS,case3_sim_9.yaml,
case3_sim_90,OpenAI,gpt-4o-mini,gpt-4o,case_definitions/case3.yaml,oral rehydration solutions,correct,ORS,case3_sim_90.yaml,
case3_sim_90,OpenAI,gpt-4o-mini,gpt-4o,case_definitions/case3.yaml,antibiotics,palliative,antibiotics,case3_sim_90.yaml,
case3_sim_90,OpenAI,gpt-4o-mini,gpt-4o,case_definitions/case3.yaml,Azithromycin,palliative,antibiotics,case3_sim_90.yaml,
case3_sim_90,OpenAI,gpt-4o-mini,gpt-4o,case_definitions/case3.yaml,Cefixime,palliative,antibiotics,case3_sim_90.yaml,
case3_sim_90,OpenAI,gpt-4o-mini,gpt-4o,case_definitions/case3.yaml,laboratory stool tests,not found,not found,case3_sim_90.yaml,
case3_sim_91,OpenAI,gpt-4o-mini,gpt-4o,case_definitions/case3.yaml,metronidazole,palliative,antibiotics,case3_sim_91.yaml,
case3_sim_91,OpenAI,gpt-4o-mini,gpt-4o,case_definitions/case3.yaml,oral rehydration solutions (ORS),correct,ORS,case3_sim_91.yaml,
case3_sim_92,OpenAI,gpt-4o-mini,gpt-4o,case_definitions/case3.yaml,Metronidazole,palliative,antibiotics,case3_sim_92.yaml,
case3_sim_92,OpenAI,gpt-4o-mini,gpt-4o,case_definitions/case3.yaml,Oral Rehydration Solutions (ORS),correct,ORS,case3_sim_92.yaml,
case3_sim_92,OpenAI,gpt-4o-mini,gpt-4o,case_definitions/case3.yaml,paracetamol,not found,,case3_sim_92.yaml,
case3_sim_93,OpenAI,gpt-4o-mini,gpt-4o,case_definitions/case3.yaml,Metronidazole,palliative,antibiotics,case3_sim_93.yaml,
case3_sim_93,OpenAI,gpt-4o-mini,gpt-4o,case_definitions/case3.yaml,Tinidazole,palliative,antibiotics,case3_sim_93.yaml,
case3_sim_93,OpenAI,gpt-4o-mini,gpt-4o,case_definitions/case3.yaml,Paromomycin,not found,,case3_sim_93.yaml,
case3_sim_93,OpenAI,gpt-4o-mini,gpt-4o,case_definitions/case3.yaml,Diloxanide Furoate,not found,,case3_sim_93.yaml,
case3_sim_94,OpenAI,gpt-4o-mini,gpt-4o,case_definitions/case3.yaml,oral rehydration solutions,correct,ORS,case3_sim_94.yaml,
case3_sim_94,OpenAI,gpt-4o-mini,gpt-4o,case_definitions/case3.yaml,paracetamol,not found,,case3_sim_94.yaml,
case3_sim_94,OpenAI,gpt-4o-mini,gpt-4o,case_definitions/case3.yaml,antibiotics,palliative,antibiotics,case3_sim_94.yaml,
case3_sim_95,OpenAI,gpt-4o-mini,gpt-4o,case_definitions/case3.yaml,metronidazole,palliative,antibiotics,case3_sim_95.yaml,
case3_sim_95,OpenAI,gpt-4o-mini,gpt-4o,case_definitions/case3.yaml,tinidazole,not found,,case3_sim_95.yaml,
case3_sim_95,OpenAI,gpt-4o-mini,gpt-4o,case_definitions/case3.yaml,paromomycin,not found,,case3_sim_95.yaml,
case3_sim_95,OpenAI,gpt-4o-mini,gpt-4o,case_definitions/case3.yaml,oral rehydration solutions,correct,ORS,case3_sim_95.yaml,
case3_sim_96,OpenAI,gpt-4o-mini,gpt-4o,case_definitions/case3.yaml,Metronidazole,palliative,antibiotics,case3_sim_96.yaml,
case3_sim_96,OpenAI,gpt-4o-mini,gpt-4o,case_definitions/case3.yaml,Tinidazole,palliative,antibiotics,case3_sim_96.yaml,
case3_sim_96,OpenAI,gpt-4o-mini,gpt-4o,case_definitions/case3.yaml,Paromomycin,not found,,case3_sim_96.yaml,
case3_sim_96,OpenAI,gpt-4o-mini,gpt-4o,case_definitions/case3.yaml,Diloxanide furoate,not found,,case3_sim_96.yaml,
case3_sim_97,OpenAI,gpt-4o-mini,gpt-4o,case_definitions/case3.yaml,metronidazole,palliative,antibiotics,case3_sim_97.yaml,
case3_sim_97,OpenAI,gpt-4o-mini,gpt-4o,case_definitions/case3.yaml,hydration,correct,rehydration,case3_sim_97.yaml,
case3_sim_98,OpenAI,gpt-4o-mini,gpt-4o,case_definitions/case3.yaml,metronidazole,palliative,antibiotics,case3_sim_98.yaml,
case3_sim_98,OpenAI,gpt-4o-mini,gpt-4o,case_definitions/case3.yaml,hydration,correct,rehydration,case3_sim_98.yaml,
case3_sim_99,OpenAI,gpt-4o-mini,gpt-4o,case_definitions/case3.yaml,Oral rehydration solutions (ORS),correct,ORS,case3_sim_99.yaml,
case3_sim_99,OpenAI,gpt-4o-mini,gpt-4o,case_definitions/case3.yaml,antibiotics,palliative,antibiotics,case3_sim_99.yaml,
case4_sim_1,OpenAI,gpt-4o-mini,gpt-4o,case_definitions/case4.yaml,Nitroglycerin,palliative,Nitroglycerin,case4_sim_1.yaml,
case4_sim_1,OpenAI,gpt-4o-mini,gpt-4o,case_definitions/case4.yaml,Aspirin,correct,Aspirin,case4_sim_1.yaml,
case4_sim_1,OpenAI,gpt-4o-mini,gpt-4o,case_definitions/case4.yaml,Beta-Blockers,palliative,betablockers,case4_sim_1.yaml,
case4_sim_1,OpenAI,gpt-4o-mini,gpt-4o,case_definitions/case4.yaml,Statins,not found,,case4_sim_1.yaml,
case4_sim_1,OpenAI,gpt-4o-mini,gpt-4o,case_definitions/case4.yaml,ACE Inhibitors,palliative,ACE inhibitors,case4_sim_1.yaml,
case4_sim_1,OpenAI,gpt-4o-mini,gpt-4o,case_definitions/case4.yaml,ARBs,not found,not found,case4_sim_1.yaml,
case4_sim_1,OpenAI,gpt-4o-mini,gpt-4o,case_definitions/case4.yaml,angioplasty,not found,,case4_sim_1.yaml,
case4_sim_1,OpenAI,gpt-4o-mini,gpt-4o,case_definitions/case4.yaml,coronary artery bypass grafting (CABG),not found,,case4_sim_1.yaml,
case4_sim_10,OpenAI,gpt-4o-mini,gpt-4o,case_definitions/case4.yaml,Aspirin,correct,Aspirin,case4_sim_10.yaml,
case4_sim_10,OpenAI,gpt-4o-mini,gpt-4o,case_definitions/case4.yaml,Nitroglycerin,palliative,Nitroglycerin,case4_sim_10.yaml,
case4_sim_10,OpenAI,gpt-4o-mini,gpt-4o,case_definitions/case4.yaml,Clopidogrel,correct,clopidogrel,case4_sim_10.yaml,
case4_sim_10,OpenAI,gpt-4o-mini,gpt-4o,case_definitions/case4.yaml,Beta-blockers,palliative,betablockers,case4_sim_10.yaml,
case4_sim_10,OpenAI,gpt-4o-mini,gpt-4o,case_definitions/case4.yaml,Statins,not found,,case4_sim_10.yaml,
case4_sim_100,OpenAI,gpt-4o-mini,gpt-4o,case_definitions/case4.yaml,Aspirin,correct,Aspirin,case4_sim_100.yaml,
case4_sim_100,OpenAI,gpt-4o-mini,gpt-4o,case_definitions/case4.yaml,Nitroglycerin,palliative,Nitroglycerin,case4_sim_100.yaml,
case4_sim_100,OpenAI,gpt-4o-mini,gpt-4o,case_definitions/case4.yaml,Statin therapy,not found,,case4_sim_100.yaml,
case4_sim_100,OpenAI,gpt-4o-mini,gpt-4o,case_definitions/case4.yaml,Beta-blockers,palliative,betablockers,case4_sim_100.yaml,
case4_sim_100,OpenAI,gpt-4o-mini,gpt-4o,case_definitions/case4.yaml,Antihypertensive medications,not found,,case4_sim_100.yaml,
case4_sim_100,OpenAI,gpt-4o-mini,gpt-4o,case_definitions/case4.yaml,Antidiabetic treatment,not found,,case4_sim_100.yaml,
case4_sim_100,OpenAI,gpt-4o-mini,gpt-4o,case_definitions/case4.yaml,anticoagulants,palliative,blood thinners,case4_sim_100.yaml,
case4_sim_11,OpenAI,gpt-4o-mini,gpt-4o,case_definitions/case4.yaml,Aspirin,correct,Aspirin,case4_sim_11.yaml,
case4_sim_11,OpenAI,gpt-4o-mini,gpt-4o,case_definitions/case4.yaml,Nitroglycerin,palliative,Nitroglycerin,case4_sim_11.yaml,
case4_sim_11,OpenAI,gpt-4o-mini,gpt-4o,case_definitions/case4.yaml,Beta-blockers,palliative,betablockers,case4_sim_11.yaml,
case4_sim_11,OpenAI,gpt-4o-mini,gpt-4o,case_definitions/case4.yaml,Statins,not found,,case4_sim_11.yaml,
case4_sim_11,OpenAI,gpt-4o-mini,gpt-4o,case_definitions/case4.yaml,Anticoagulants or other antiplatelet drugs,palliative,blood thinners,case4_sim_11.yaml,
case4_sim_11,OpenAI,gpt-4o-mini,gpt-4o,case_definitions/case4.yaml,reperfusion therapy,not found,,case4_sim_11.yaml,
case4_sim_11,OpenAI,gpt-4o-mini,gpt-4o,case_definitions/case4.yaml,angioplasty,not found,,case4_sim_11.yaml,
case4_sim_11,OpenAI,gpt-4o-mini,gpt-4o,case_definitions/case4.yaml,thrombolysis,not found,,case4_sim_11.yaml,
case4_sim_12,OpenAI,gpt-4o-mini,gpt-4o,case_definitions/case4.yaml,Aspirin,correct,Aspirin,case4_sim_12.yaml,
case4_sim_12,OpenAI,gpt-4o-mini,gpt-4o,case_definitions/case4.yaml,Nitroglycerin,palliative,Nitroglycerin,case4_sim_12.yaml,
case4_sim_12,OpenAI,gpt-4o-mini,gpt-4o,case_definitions/case4.yaml,Beta-blockers,palliative,betablockers,case4_sim_12.yaml,
case4_sim_12,OpenAI,gpt-4o-mini,gpt-4o,case_definitions/case4.yaml,Statins,not found,,case4_sim_12.yaml,
case4_sim_12,OpenAI,gpt-4o-mini,gpt-4o,case_definitions/case4.yaml,Insulin or other diabetes management medications,not found,,case4_sim_12.yaml,
case4_sim_13,OpenAI,gpt-4o-mini,gpt-4o,case_definitions/case4.yaml,Aspirin,correct,Aspirin,case4_sim_13.yaml,
case4_sim_13,OpenAI,gpt-4o-mini,gpt-4o,case_definitions/case4.yaml,Nitroglycerin,palliative,Nitroglycerin,case4_sim_13.yaml,
case4_sim_13,OpenAI,gpt-4o-mini,gpt-4o,case_definitions/case4.yaml,Beta-blockers,palliative,betablockers,case4_sim_13.yaml,
